Regulator	Target	MI	pvalue
STAT3	TMSB15B	0.3023445230024041	0.0
CEBPB	FLRT1	0.23973533004377456	1.092015777803823E-5
BHLHE40	HOXD3	0.2636226213369067	2.204701587960045E-6
FOSL2	PRDM1	0.29608064258573175	4.5227155354155E-10
CEBPB	DHRS3	0.2802109755959691	0.0
FOSL2	RBP4	0.2677187895304339	2.6280644327414393E-9
BHLHE40	LDHA	0.27206837336176115	8.112773786095318E-8
FOSL2	MUC1	0.32204856720186	0.0010657119820622896
CEBPD	TNFAIP8	0.30497302089845724	1.092015777803823E-5
CEBPD	TNFAIP2	0.2769047003709686	1.092015777803823E-5
BHLHE40	CD151	0.2861049136051348	0.0
CEBPB	PSME1	0.23774403491352944	0.0010657119820622896
BHLHE40	PTX3	0.3097034569426525	0.0
BHLHE40	LOC84989	0.25456029245725376	0.0
RUNX1	SPINT1	0.2681385984624296	2.204701587960045E-6
BHLHE40	PTRF	0.37546653180888623	0.0
RUNX1	STC1	0.31615560906109236	0.0
BHLHE40	UBA2	0.23818232670547154	4.5227155354155E-10
CEBPB	SLC16A3	0.3116451283559479	0.0
CEBPB	SLC16A5	0.2600225510485034	8.112773786095318E-8
BHLHE40	CD109	0.2975569173265472	0.0
CEBPD	KLHL23	0.2685409018963735	5.2193469646244495E-5
CEBPD	TPP1	0.2977321780246762	5.2193469646244495E-5
CEBPD	TPM3	0.2911713584664251	0.01855443637692744
FOSL2	PNPLA2	0.2629134017973177	0.0
STAT3	FAM92A1	0.2591728187876683	0.01855443637692744
CEBPB	FTH1	0.3354878027225944	0.0
CEBPD	GJA1	0.24248001490719062	0.01855443637692744
FOSL2	IL7R	0.2747079800122903	0.0
FOSL2	MXD1	0.2671456018682725	4.300246825295062E-7
FOSL2	IL6R	0.3030507135367233	0.0
STAT3	LOC100129034	0.30592341772133375	0.0
CEBPB	TAPBPL	0.26149678922550246	5.2193469646244495E-5
FOSL2	IL4R	0.30176402650181217	0.0
CEBPD	WIPI1	0.3195060800550483	2.204701587960045E-6
BHLHE40	LGR6	0.2628148846671228	0.0010657119820622896
CEBPB	TBC1D10C	0.281653041007859	0.0
CEBPB	ATP6V0B	0.257459520805159	0.0010657119820622896
STAT3	SLC24A1	0.23359158307117908	5.2193469646244495E-5
STAT3	SLC24A6	0.30103999354539185	0.0010657119820622896
BHLHE40	LATS2	0.2839148117697101	0.0
CEBPD	PER1	0.23782679088808026	0.0010657119820622896
FOSL2	ACTN1	0.5182240514402426	0.0
CEBPD	VIM	0.2871642977181972	0.0
FOSL2	ACTN4	0.35020908363609626	1.2223555501122974E-11
FOSL2	RASSF3	0.27343043612879	8.112773786095318E-8
STAT3	CTDSP2	0.2647318446197762	0.0
FOSL2	RASSF5	0.2853459657370036	7.334133300673784E-11
CEBPB	ARHGEF12	0.24983588882516952	7.334133300673784E-11
RUNX1	AHNAK2	0.2962852069754051	0.01855443637692744
FOSL2	ACTG1	0.26924038151908886	1.092015777803823E-5
CEBPB	MAGED1	0.2531335431611628	2.4040999261343288E-4
FOSL2	RELB	0.33560797360873296	0.0
CEBPB	SETD2	0.29851969585536203	0.0
FOSL2	IL1A	0.31692443704030715	4.5227155354155E-10
FOSL2	IL1B	0.2745477526877968	1.092015777803823E-5
FOSL2	LAMP1	0.2719019329776379	0.0
FOSL2	XYLT2	0.23293395716988366	0.004539787527535477
RUNX1	COL18A1	0.3221977700990844	0.01855443637692744
FOSL2	CPNE6	0.24161660198213086	2.4040999261343288E-4
FOSL2	EPAS1	0.30362104003600837	0.0
FOSL2	MICALL1	0.2544085112038026	2.6280644327414393E-9
BHLHE40	PROS1	0.28290335738847844	0.0
CEBPB	SETD5	0.2762396575882713	0.0
CEBPB	SLC17A9	0.2994263649524626	0.0
CEBPB	DDHD1	0.26908640248115917	2.204701587960045E-6
STAT3	TCEB2	0.2970807227186486	0.0
CEBPB	TSPYL4	0.23460633164236272	0.01855443637692744
CEBPB	OSTF1	0.357360824204365	0.0
STAT3	IFNAR1	0.27557872353344115	0.004539787527535477
STAT3	SLC25A4	0.26467302347078264	8.112773786095318E-8
RUNX1	ST18	0.2405003874283753	0.01855443637692744
RUNX1	HSPA4L	0.2599820234075648	4.300246825295062E-7
FOSL2	IL13RA1	0.2885629018466716	4.5227155354155E-10
CEBPB	BIN2	0.26424074901576694	4.300246825295062E-7
CEBPD	PDPN	0.29413842174122906	0.0
FOSL2	LAMB1	0.29600181179170054	0.0
CEBPB	RAMP3	0.2337754686512683	0.01855443637692744
BHLHE40	RRBP1	0.26338682497944027	4.300246825295062E-7
RUNX1	NUDT11	0.25326446335411357	4.300246825295062E-7
FOSL2	ACTA2	0.2871131771173612	0.0
FOSL2	COL18A1	0.27961483858841085	0.0
CEBPB	UNC80	0.2944730069072327	1.092015777803823E-5
FOSL2	HGSNAT	0.2625830974071304	2.204701587960045E-6
CEBPD	PLEKHF1	0.31114803784730966	1.2223555501122974E-11
CEBPB	FZD7	0.2909734731788975	0.0
BHLHE40	TMOD3	0.26455891651481267	1.2223555501122974E-11
FOSL2	IFI35	0.279637183382188	1.4814949267361044E-8
CEBPB	NOP10	0.24566654909033186	5.2193469646244495E-5
RUNX1	BIRC3	0.2780541057900695	8.112773786095318E-8
RUNX1	SVIL	0.2873731551191117	0.0
FOSL2	EHBP1L1	0.30299473383612135	0.0
CEBPD	UBC	0.2623839174025537	1.4814949267361044E-8
CEBPB	BNC2	0.2637341527409927	5.2193469646244495E-5
STAT3	AP3B1	0.25505726330091943	7.334133300673784E-11
STAT3	SYDE1	0.29925366456619307	4.5227155354155E-10
CEBPD	GPX8	0.28536920053329873	0.01855443637692744
STAT3	AKAP13	0.2564530533655988	4.300246825295062E-7
CEBPD	CLASP2	0.2967907169973534	4.5227155354155E-10
RUNX1	BCL3	0.3221777172711994	0.0
FOSL2	EBF2	0.2465190622167645	4.5227155354155E-10
RUNX1	PHLDA2	0.2848963452198477	0.0
CEBPD	BIRC3	0.2966451229327843	0.0
RUNX1	QSOX1	0.2802877279349024	0.0
CEBPB	PTPRCAP	0.2683468280506288	0.0010657119820622896
CEBPB	DZIP3	0.2543173571561856	0.0
CEBPB	DZIP1	0.2681361269875919	1.4814949267361044E-8
CEBPD	CD99	0.2530749859175066	2.6280644327414393E-9
CEBPD	CXCL14	0.27548565324304713	2.4040999261343288E-4
CEBPD	GPC2	0.25532823212701694	1.092015777803823E-5
CEBPD	GPC4	0.25265900359476673	5.2193469646244495E-5
BHLHE40	PRTN3	0.2683162968822576	0.0
CEBPB	SLC6A6	0.29749724582667997	0.004539787527535477
CEBPD	UNC45A	0.26290841115827446	1.2223555501122974E-11
RUNX1	SPRED1	0.26210018183309247	0.0
RUNX1	SPRED2	0.26509540301629775	0.0
RUNX1	SPRED3	0.2690103150553025	1.4814949267361044E-8
RUNX1	NXPH2	0.25751840970835305	2.204701587960045E-6
BHLHE40	LIN9	0.2788937770097214	7.334133300673784E-11
BHLHE40	ITPRIP	0.3099005853131671	0.0
BHLHE40	PUS3	0.2825903715089209	8.112773786095318E-8
CEBPB	HNRPDL	0.2753604812692189	0.0
BHLHE40	LIG3	0.26371887845850467	0.0
RUNX1	ADARB2	0.24571699097638364	0.0010657119820622896
BHLHE40	COIL	0.2721169165922277	2.204701587960045E-6
CEBPB	GLCCI1	0.2683719022569862	0.0
BHLHE40	SH3BP2	0.22233210018122235	0.0010657119820622896
BHLHE40	PURG	0.30946910750203416	2.4040999261343288E-4
FOSL2	EAF1	0.3234540381747185	4.5227155354155E-10
CEBPD	PKP4	0.24808835114640132	1.092015777803823E-5
CEBPD	PKM2	0.29035014471528153	0.01855443637692744
CEBPB	SLC7A1	0.2534591165714631	2.4040999261343288E-4
BHLHE40	MRFAP1L1	0.2424577080905671	0.004539787527535477
CEBPB	SLC7A7	0.3008695594386585	0.0
FOSL2	MYH9	0.4178621507854082	0.0
CEBPB	MGAT4B	0.28617576003620054	4.300246825295062E-7
BHLHE40	KISS1R	0.2435624051386794	0.0
FOSL2	A2M	0.2925748017744719	0.0
CEBPD	SLC39A1	0.2949782978948799	0.0
BHLHE40	RPRD1A	0.23463500923334352	4.5227155354155E-10
FOSL2	FNDC3B	0.34338779575072553	0.0
CEBPB	RAP2B	0.26369608683186785	0.004539787527535477
CEBPB	C16orf54	0.28421054047353356	0.0
STAT3	RAB3GAP1	0.26681706332790844	0.0
CEBPD	TNR	0.2739633153443092	1.4814949267361044E-8
FOSL2	MYOF	0.44600039814726355	0.0
RUNX1	BCAM	0.2595019672646581	0.0
RUNX1	ARPC2	0.2720232189389037	7.334133300673784E-11
RUNX1	BCAN	0.2610455181912249	7.334133300673784E-11
CEBPB	TCF4	0.27104047519267593	0.0
RUNX1	SETMAR	0.2507088702531622	0.01855443637692744
CEBPB	ANXA2P1	0.30142159339382746	0.0
CEBPB	ANXA2P2	0.29561546734484473	0.0
CEBPB	SPOCD1	0.29409350740866896	0.0
FOSL2	MAP3K8	0.29614169187256767	0.0010657119820622896
FOSL2	MAP3K6	0.30132458593307176	8.112773786095318E-8
CEBPB	SLC10A3	0.281575158391138	0.0
FOSL2	RFX8	0.27209722268393777	0.004539787527535477
CEBPB	TCHP	0.23426318167030225	2.204701587960045E-6
FOSL2	MYL9	0.2641241077196968	0.01855443637692744
CEBPB	TACC2	0.2713181615209714	8.112773786095318E-8
CEBPD	LRRTM1	0.25569035839347426	5.2193469646244495E-5
FOSL2	MRPS11	0.2531578160330454	5.2193469646244495E-5
BHLHE40	ADAM9	0.2840316920458415	8.112773786095318E-8
BHLHE40	ADAM8	0.31612144354417665	2.6280644327414393E-9
CEBPD	SFN	0.3229560995639785	0.0
STAT3	NFE2L1	0.2676185449643797	0.0010657119820622896
STAT3	NFE2L2	0.2723544012606975	2.204701587960045E-6
FOSL2	MRPS25	0.2522515618362851	0.01855443637692744
FOSL2	CA9	0.2827420303105268	2.204701587960045E-6
FOSL2	CFI	0.35957175760200527	0.0
CEBPD	S100A10	0.3279868404593271	0.0
CEBPD	MFAP3L	0.2645936630944688	0.01855443637692744
RUNX1	BEX2	0.2707001199227629	0.01855443637692744
BHLHE40	SLC17A9	0.3010155932381498	0.0
RUNX1	SLC26A2	0.26456304911317946	0.0
RUNX1	C8orf4	0.2725441668103623	0.0010657119820622896
CEBPD	STEAP3	0.3118489635663175	2.4040999261343288E-4
STAT3	RBX1	0.24427646635088898	0.01855443637692744
FOSL2	BCKDK	0.24816558437640218	0.0010657119820622896
FOSL2	MRPS31	0.2579613624561251	0.004539787527535477
RUNX1	SNX33	0.26910345726954127	1.4814949267361044E-8
CEBPD	SECTM1	0.424637086912299	0.01855443637692744
FOSL2	CCDC9	0.2918857210732878	0.0
STAT3	RBM4	0.25875635136939684	0.0
STAT3	RPS13	0.2638657142874349	4.5227155354155E-10
STAT3	RPS10	0.2380634277397891	5.2193469646244495E-5
STAT3	RPS11	0.2625356358091686	2.204701587960045E-6
STAT3	RPS16	0.23580054855458088	0.01855443637692744
FOSL2	CPD	0.35732111441602343	0.0
RUNX1	SEL1L3	0.27171816545631705	0.01855443637692744
CEBPB	SLC11A1	0.4283301946717773	0.0
STAT3	RBMX	0.2552006428062777	0.0
STAT3	RPS20	0.26057662640420076	0.0010657119820622896
STAT3	RPS21	0.2715160958197776	0.0
CEBPD	VENTX	0.2926907068773614	2.204701587960045E-6
CEBPB	DHX33	0.2818201903741949	7.334133300673784E-11
CEBPB	VIPR2	0.26484393212163065	2.4040999261343288E-4
CEBPB	DHX57	0.2579442011206075	1.4814949267361044E-8
FOSL2	APOB48R	0.2979097082241884	1.092015777803823E-5
CEBPB	ALOX5AP	0.3744802238267335	0.0
CEBPB	SAMSN1	0.277298477810842	0.0
CEBPB	FGFBP3	0.2510420433701662	7.334133300673784E-11
FOSL2	ARHGAP26	0.2652354542905881	5.2193469646244495E-5
BHLHE40	ADAMTSL4	0.32667178933820984	1.4814949267361044E-8
FOSL2	ARHGAP30	0.30742503347042816	0.0
CEBPB	EDEM2	0.2774173278188311	0.0
BHLHE40	CRB2	0.2517419586597973	0.0
CEBPD	CAST	0.30022729349315164	4.300246825295062E-7
FOSL2	CH25H	0.26747815814692855	4.5227155354155E-10
BHLHE40	SHROOM1	0.2453908663224821	4.300246825295062E-7
BHLHE40	DMRTA2	0.24756052870527648	0.004539787527535477
STAT3	MTM1	0.2633168179037068	0.0
FOSL2	ZDHHC18	0.251068279064721	1.4814949267361044E-8
CEBPD	CD63	0.2954199473358275	2.4040999261343288E-4
FOSL2	ECE1	0.3202104288812478	0.0
BHLHE40	MATR3	0.26475584646149536	0.0
CEBPD	CD44	0.3693049328292126	7.334133300673784E-11
CEBPB	PIK3C2B	0.27836697232317037	4.300246825295062E-7
CEBPB	SALL3	0.2621475569075288	0.0
CEBPD	TMPRSS9	0.27244390691994286	2.204701587960045E-6
CEBPD	ARHGEF7	0.2635370195393258	0.01855443637692744
CEBPD	ARHGEF9	0.2645528990184365	0.0
STAT3	MTF2	0.24661456716638394	8.112773786095318E-8
CEBPB	ELOVL1	0.2578981804018639	8.112773786095318E-8
CEBPD	CMTM3	0.2564961770599865	0.01855443637692744
BHLHE40	SLC16A3	0.3208812153260302	0.0
FOSL2	BGN	0.27232776985208834	0.0
BHLHE40	SLC16A6	0.26379867856106	7.334133300673784E-11
RUNX1	SLC27A3	0.2580696311556028	5.2193469646244495E-5
CEBPB	TERF2	0.2417727392032656	4.300246825295062E-7
RUNX1	SLC27A5	0.24995198613097463	1.092015777803823E-5
FOSL2	RIN3	0.26588849938334536	0.0
CEBPB	CREBBP	0.28012711537457163	2.4040999261343288E-4
CEBPB	P4HB	0.2721307470021048	0.01855443637692744
RUNX1	B3GNT9	0.24268575286368044	0.0010657119820622896
STAT3	C7orf55	0.24344770363803564	0.0
FOSL2	C1S	0.3165208398286166	1.2223555501122974E-11
FOSL2	C1R	0.35781057670311356	0.0
RUNX1	MPPED2	0.27705119512333237	4.5227155354155E-10
CEBPB	HNRNPU	0.2598673545932591	0.004539787527535477
CEBPB	BTBD12	0.23952868996427765	0.0010657119820622896
CEBPB	HNRNPR	0.25242131219880737	0.0
CEBPB	FURIN	0.28909875498603604	0.0
BHLHE40	LAPTM4B	0.26991360055269165	0.0
RUNX1	CMTM3	0.2646185748221293	0.0
STAT3	GADD45GIP1	0.25389479277775834	1.2223555501122974E-11
BHLHE40	MTMR11	0.27354427576154383	7.334133300673784E-11
BHLHE40	NAMPT	0.31586072092335565	7.334133300673784E-11
STAT3	RAC3	0.22672620891839812	0.01855443637692744
FOSL2	CLNS1A	0.2543995347296349	5.2193469646244495E-5
RUNX1	CYP1B1	0.25262231428786397	0.0
FOSL2	ZDHHC9	0.2888382525974388	0.0
BHLHE40	IFT122	0.25298132331821693	0.0
CEBPB	TAF1	0.24089293464620878	0.0010657119820622896
FOSL2	ZDHHC5	0.28773870352815134	0.0
FOSL2	WWTR1	0.3811726390957941	0.0
RUNX1	ZDHHC18	0.2504348126994439	4.300246825295062E-7
FOSL2	YWHAE	0.2801590373208852	4.5227155354155E-10
CEBPB	RPN1	0.28173848471111956	0.0
RUNX1	ZNF238	0.25690197575724416	0.0
RUNX1	GXYLT2	0.24994357224066455	2.4040999261343288E-4
FOSL2	NUBP2	0.26117725740995634	0.0010657119820622896
FOSL2	SBNO2	0.45797405550449527	0.0
FOSL2	STBD1	0.2758843123203616	0.0
RUNX1	MYCL1	0.2513456095590464	0.01855443637692744
CEBPB	SPHK1	0.24924188004876244	0.0
BHLHE40	C11orf82	0.2856462807470643	0.0
BHLHE40	C11orf63	0.25800830315132467	2.4040999261343288E-4
RUNX1	HIVEP3	0.31708076906087257	0.0
BHLHE40	C11orf57	0.261912178672908	0.0
BHLHE40	C11orf58	0.26335388512883506	5.2193469646244495E-5
CEBPB	FBXO11	0.24227617202348092	4.300246825295062E-7
FOSL2	SOX8	0.2804192820378287	1.4814949267361044E-8
FOSL2	SOX1	0.25668571275347224	5.2193469646244495E-5
CEBPB	FBXO32	0.35202612689930485	0.0
RUNX1	IL11RA	0.26886438783023253	0.0
FOSL2	STAT3	0.4083103870341014	0.0
FOSL2	SOD2	0.3839641229158671	0.0
RUNX1	MYD88	0.28369287312785113	0.0
CEBPB	TNFSF12-TNFSF13	0.4516873787801389	0.0
CEBPB	LOC283761	0.2619778923360557	0.0
RUNX1	CRIM1	0.2679314667799874	2.6280644327414393E-9
RUNX1	MYOF	0.32520061228842806	0.0
BHLHE40	CXCL14	0.2738297281386499	0.0
RUNX1	MYOT	0.28800744586145094	0.0
FOSL2	ERO1L	0.3382856362960418	0.0
BHLHE40	ZFYVE28	0.2927804800466883	0.0
BHLHE40	MED28	0.2734908540175397	2.4040999261343288E-4
BHLHE40	MED20	0.27013725357633633	5.2193469646244495E-5
STAT3	DPH5	0.2576119058814625	2.4040999261343288E-4
RUNX1	MYL9	0.2736368895844963	8.112773786095318E-8
CEBPB	INPP5D	0.2679525824030665	4.300246825295062E-7
BHLHE40	TNKS1BP1	0.2973503234089911	0.0010657119820622896
RUNX1	KIAA1949	0.4069802900698465	0.0
RUNX1	FLJ42709	0.24177672304731931	2.4040999261343288E-4
RUNX1	SOCS3	0.3349859558394581	0.0
CEBPB	C18orf54	0.27166081403375447	1.092015777803823E-5
RUNX1	ZNF323	0.2611356190968042	4.300246825295062E-7
RUNX1	MYH9	0.3446041886895098	0.0
CEBPD	C3orf58	0.25484252293185067	0.0010657119820622896
FOSL2	JUNB	0.27286182740121506	1.092015777803823E-5
BHLHE40	TAGLN2	0.2806232837310172	0.01855443637692744
FOSL2	METTL6	0.27304847730366116	0.0
FOSL2	HIBCH	0.22973226572445266	1.4814949267361044E-8
STAT3	RPL7A	0.25754242974383906	2.4040999261343288E-4
FOSL2	TRIP12	0.27458890613660614	0.0
RUNX1	KCNT2	0.2702615268651249	0.0
RUNX1	CLDN23	0.28458193826980865	2.204701587960045E-6
CEBPB	UBTD1	0.26049188314887217	0.0
RUNX1	IL4R	0.31907344641922736	0.0
FOSL2	NUAK1	0.25553865125739467	2.204701587960045E-6
FOSL2	CETN3	0.25457996317797177	1.092015777803823E-5
RUNX1	RELN	0.2665222300241543	8.112773786095318E-8
RUNX1	ZNF382	0.23597261936350947	0.004539787527535477
CEBPB	ZNF286A	0.2407637040554182	0.01855443637692744
CEBPB	ZNF286B	0.2369981502125072	1.092015777803823E-5
RUNX1	TNFAIP3	0.29416125480469546	0.0
FOSL2	MYCNOS	0.2954378378017142	1.2223555501122974E-11
RUNX1	KCNN4	0.27246637364913606	0.0
STAT3	SEMA4D	0.2616346768027645	2.4040999261343288E-4
CEBPD	PAM	0.27521113445323336	0.01855443637692744
RUNX1	CHRNA9	0.27195092454919534	7.334133300673784E-11
FOSL2	STAB1	0.32812107344626223	0.0
FOSL2	FCGR1C	0.2871931415527103	2.6280644327414393E-9
BHLHE40	HRH1	0.3120183616081467	0.0
FOSL2	FCGR2B	0.2690201219957767	2.4040999261343288E-4
FOSL2	FCGR2C	0.2872648242275413	0.0
RUNX1	KCNJ3	0.26818981562786653	0.0
CEBPB	LOC606724	0.32801941712546023	0.0
FOSL2	MYST1	0.25988599097078563	2.6280644327414393E-9
CEBPB	NEK4	0.2724013744421187	5.2193469646244495E-5
FOSL2	WASF2	0.26147704786483644	8.112773786095318E-8
RUNX1	KCNH7	0.23910968522907475	0.0010657119820622896
RUNX1	SLCO1A2	0.2707233747615063	0.0
RUNX1	KCNE3	0.2374061610937178	2.4040999261343288E-4
CEBPB	AP2B1	0.2380260277312123	7.334133300673784E-11
CEBPB	SPIN3	0.2521389797270353	0.0010657119820622896
CEBPB	SGOL2	0.24572627369621383	2.4040999261343288E-4
CEBPB	NEU1	0.2545763908858998	4.5227155354155E-10
CEBPB	NEU4	0.2614769115653507	1.4814949267361044E-8
CEBPB	RRAS	0.33322824899538495	0.0
CEBPD	IL2RA	0.27196461349622897	0.0
CEBPB	SGOL1	0.2789195480722018	0.0
RUNX1	KCNA6	0.26682634486457296	2.204701587960045E-6
CEBPD	PML	0.28042850773521305	0.0010657119820622896
STAT3	SLK	0.2518126907787147	0.0010657119820622896
CEBPB	CSPG5	0.27453961702458624	0.0
STAT3	MIIP	0.271358737719855	0.0
CEBPB	HTATSF1	0.2641202794749656	0.0
STAT3	AKAP2	0.30474324161572164	0.0
CEBPD	SEPHS2	0.2916377300042573	0.0
CEBPB	LOC100302650	0.2624057937462521	1.092015777803823E-5
CEBPD	WTAP	0.25908479960764697	8.112773786095318E-8
CEBPD	PI3	0.3071078830737297	1.4814949267361044E-8
RUNX1	MXI1	0.23413902696995056	1.4814949267361044E-8
CEBPB	ELF4	0.3222625012883805	0.0
STAT3	PCSK5	0.2735998590112911	0.0
BHLHE40	MAGEH1	0.2574874159529325	2.204701587960045E-6
FOSL2	PRPSAP2	0.3204177225380236	0.0
BHLHE40	SLC4A3	0.28756943166465715	0.0
CEBPB	AP1S3	0.24162137973874584	0.0010657119820622896
CEBPD	TTC39A	0.29045428918443367	0.004539787527535477
CEBPB	SMARCAD1	0.2620863068502399	4.5227155354155E-10
CEBPB	CYB561D2	0.25427003943088144	0.0
STAT3	SP1	0.2711477061207941	0.0
RUNX1	ZNF436	0.2856810917249145	0.0
FOSL2	SNCB	0.2633245069378515	0.0010657119820622896
CEBPB	CRAMP1L	0.26009265535118586	0.01855443637692744
RUNX1	RHOJ	0.25330359270713104	2.204701587960045E-6
RUNX1	HDAC7	0.3056128962231483	0.0
BHLHE40	NBEAL2	0.28296496565574764	1.2223555501122974E-11
CEBPD	AQP9	0.3401770112816153	1.092015777803823E-5
RUNX1	DRAM1	0.257800197593353	0.0
FOSL2	PTPN12	0.29221630827223455	0.004539787527535477
FOSL2	PTPN14	0.25881010362860185	0.0010657119820622896
RUNX1	EBF3	0.29201263395760835	2.204701587960045E-6
BHLHE40	C21orf63	0.25321601222498374	0.0
BHLHE40	INTS7	0.25143728360990625	0.0010657119820622896
FOSL2	CSF2RB	0.2695161443238538	0.0
CEBPD	RANGAP1	0.24448085995637214	0.01855443637692744
CEBPB	NBEA	0.262541271026791	5.2193469646244495E-5
BHLHE40	ADORA1	0.24116284091723966	0.0
BHLHE40	MC1R	0.2554631449999033	8.112773786095318E-8
STAT3	FUNDC2	0.23593742443001722	0.0010657119820622896
CEBPD	SIPA1	0.28531283019987713	0.01855443637692744
BHLHE40	FSTL1	0.2575897438386643	0.0
BHLHE40	FSTL3	0.25251015101738966	0.0
CEBPD	IL1RN	0.31977059226383664	7.334133300673784E-11
BHLHE40	SPOCK2	0.2753604478330776	1.4814949267361044E-8
CEBPD	IL1R2	0.29935646752048045	0.0
BHLHE40	SPOCD1	0.3177329756005574	1.4814949267361044E-8
CEBPD	OSM	0.4026915124825298	1.092015777803823E-5
CEBPB	PTP4A2	0.22720275031834705	0.01855443637692744
FOSL2	DKFZP586I1420	0.2482464103178235	2.4040999261343288E-4
RUNX1	PLXNA1	0.2901606814666584	0.0
BHLHE40	MBD2	0.27511553552821205	2.204701587960045E-6
CEBPB	ROD1	0.26184075880690894	0.01855443637692744
RUNX1	PLXND1	0.29419280018422256	0.01855443637692744
STAT3	PGP	0.2540004916832023	5.2193469646244495E-5
RUNX1	PLXNB2	0.26305689061483134	0.0
BHLHE40	IL1RAPL1	0.2445582542200971	0.004539787527535477
BHLHE40	NRCAM	0.26786176924771765	0.0
CEBPB	KIFC1	0.24470463886744756	0.01855443637692744
STAT3	PVR	0.2573740557752504	0.01855443637692744
BHLHE40	NMUR1	0.3062463693510941	0.0010657119820622896
RUNX1	RGS9	0.25540270171498974	1.2223555501122974E-11
BHLHE40	SUMF1	0.2595127567605092	2.4040999261343288E-4
FOSL2	TRIM14	0.26137851144548996	7.334133300673784E-11
CEBPB	NCF4	0.33600466204331897	0.0
CEBPB	NCF1	0.31081538346449317	0.0
CEBPB	NCF2	0.2795632320942192	0.0
CEBPB	CORO1A	0.3054762653119021	0.0
FOSL2	KIAA2018	0.2396217689682384	4.5227155354155E-10
FOSL2	DCUN1D3	0.2999562838344855	0.0
RUNX1	GALNT2	0.32597525390232274	0.0
RUNX1	GALNT5	0.26474559772537837	1.4814949267361044E-8
CEBPD	MSN	0.29933442796607856	4.300246825295062E-7
CEBPB	DENND3	0.26090349204134033	4.300246825295062E-7
FOSL2	TMEM41A	0.2551150280235025	0.0010657119820622896
STAT3	RAB11FIP5	0.27080047104405636	2.6280644327414393E-9
FOSL2	NCOR2	0.2761997079542158	1.2223555501122974E-11
STAT3	PXN	0.279968697042606	0.0
STAT3	RPP21	0.24714798978284058	0.0010657119820622896
BHLHE40	MAP2	0.27831739168859876	0.0
CEBPB	CFLAR	0.28758365045844564	0.0
CEBPB	KIF15	0.28254779600701174	0.0
CEBPB	KIF1B	0.2795512089778066	0.0
CEBPB	KIF22	0.24402215476781616	2.4040999261343288E-4
CEBPB	KIF2A	0.25816751827007306	1.092015777803823E-5
CEBPD	AREG	0.27778147646867274	0.0
CEBPB	AP3M1	0.2718975825902518	0.0
BHLHE40	MAFF	0.32068240187779923	0.0
BHLHE40	MAFG	0.2383472572405297	2.6280644327414393E-9
CEBPB	BOLA3	0.26070557387200294	8.112773786095318E-8
BHLHE40	MAFK	0.30308259681390837	0.0
RUNX1	KLF17	0.28176644058738193	0.0
RUNX1	KLF15	0.24558792112780342	5.2193469646244495E-5
RUNX1	KLF16	0.29700533655202555	0.0
BHLHE40	SLC6A6	0.2829584353691977	0.0010657119820622896
RUNX1	ING3	0.23820920634230922	0.0
CEBPD	NOG	0.28696132853183565	5.2193469646244495E-5
BHLHE40	HIATL1	0.26392979598725175	0.0010657119820622896
FOSL2	ADAMTS1	0.31125099478916385	0.0
FOSL2	ADAMTS2	0.2718191815884599	0.004539787527535477
BHLHE40	THAP2	0.25126766951294305	0.01855443637692744
RUNX1	NTSR2	0.26250582310780346	7.334133300673784E-11
RUNX1	GDF15	0.25712073825994275	4.5227155354155E-10
FOSL2	HMP19	0.2514602941525526	2.4040999261343288E-4
RUNX1	LLGL1	0.2353743408045959	5.2193469646244495E-5
CEBPB	STX11	0.361855298156274	0.0
RUNX1	PTGES	0.2754609564930736	2.204701587960045E-6
CEBPD	LOC100128191	0.26603894509167947	2.204701587960045E-6
FOSL2	FAM20C	0.4553811834935372	0.0
FOSL2	FAM20A	0.2943713421510338	0.0
BHLHE40	FKBP9	0.2864966423257239	0.0
BHLHE40	DYNLT3	0.25245190696726616	2.204701587960045E-6
RUNX1	VWCE	0.25158615783200283	0.0
CEBPB	GPBAR1	0.24236783958779867	2.204701587960045E-6
STAT3	ABCA2	0.26620568004732603	0.004539787527535477
CEBPD	TRIM6	0.26413022441474115	0.004539787527535477
RUNX1	VWA1	0.26578471570669643	2.4040999261343288E-4
RUNX1	SEC24D	0.28637533631539647	4.300246825295062E-7
FOSL2	BAG3	0.2550003038890848	1.4814949267361044E-8
CEBPB	ABI3	0.30893184367763465	0.0
CEBPB	ABI2	0.24813964821366233	0.0
CEBPD	LOX	0.30796106571173093	0.0
STAT3	VIM	0.32059686980433366	0.0
FOSL2	STC1	0.31456050802209384	0.0
CEBPD	LTF	0.28492565152403726	1.2223555501122974E-11
FOSL2	STAM	0.25397797682743806	0.01855443637692744
BHLHE40	LENG9	0.2497624517522644	1.2223555501122974E-11
FOSL2	PTPN1	0.2778963238777743	2.6280644327414393E-9
BHLHE40	IQGAP1	0.28635433660630816	5.2193469646244495E-5
CEBPD	ITPKC	0.29984589286134616	0.0
FOSL2	CXorf1	0.24379810683600792	1.4814949267361044E-8
CEBPB	HR	0.2625662249461965	0.01855443637692744
BHLHE40	EPS8L2	0.3141244136814727	0.0
STAT3	HINT1	0.23617475884727068	2.204701587960045E-6
STAT3	GALNT10	0.28457250621895686	0.0
CEBPD	PAPPA	0.25815532492307397	0.0010657119820622896
